0.029326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.062892,0.000588,0.058875,0.000000,0.003331,0.000000,0.000000,0.000000,0.015870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.043911,0.005562,0.040398,0.000000,0.029274,0.000000,0.000000,0.000000,0.002927,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.073876,0.006424,0.003569,0.065310,0.002141,0.014632,0.057459,0.000000,0.002855,0.002498,0.004996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044586,0.003185,0.000000,0.000000,0.025478,0.000000,0.000000,0.000000,0.003185,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.075171,0.002278,0.000000,0.041002,0.000000,0.055809,0.058087,0.000000,0.000000,0.004556,0.000000,0.000000,0.011390,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.085592,0.005706,0.000000,0.001427,0.011412,0.074180,0.051355,0.000000,0.000000,0.000000,0.001427,0.000000,0.142653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.123862,0.000000,0.000000,0.023679,0.000000,0.007286,0.092896,0.267760,0.000000,0.000000,0.000000,0.004554,0.012750,0.076503,0.056466,0.000000,0.000000,0.000000,0.000000,0.000000,0.002732,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056407,0.002038,0.069367,0.000000,0.003831,0.000000,0.000000,0.000000,0.022008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052783,0.004879,0.049900,0.000000,0.042138,0.000000,0.000000,0.000000,0.007762,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.096695,0.012648,0.002856,0.087515,0.000816,0.022440,0.047940,0.000000,0.003264,0.004896,0.006732,0.000000,0.000816,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055205,0.004732,0.000000,0.000000,0.011830,0.000000,0.000000,0.000000,0.003155,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.074432,0.000000,0.000000,0.044155,0.003364,0.065601,0.055088,0.000000,0.000000,0.002103,0.000841,0.000000,0.017662,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072831,0.001033,0.006198,0.001033,0.035124,0.068698,0.062500,0.000000,0.000000,0.000000,0.002066,0.000000,0.119835,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.094387,0.000000,0.000000,0.033607,0.000000,0.008581,0.105113,0.244548,0.000000,0.000000,0.000715,0.004290,0.000000,0.081158,0.050769,0.000000,0.000000
